Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at Road
Patric Hornqvist, 3.3157894736842106, 3.130965593784684, 'NULL', 3.209251101321586
Givani Smith, 1.0841121495327102, 2.0, 'NULL', 1.0638297872340425
Spencer Knight, 0, 25.45614035087719, 27.545454545454547, 25.857142857142858
Eric Staal, 3.0029368575624082, 2.98, 3.083682008368201, 'NULL'
Marc Staal, 1.092896174863388, 1.054327808471455, 'NULL', 1.0261780104712042
Radko Gudas, 1.6656671664167917, 1.7425149700598803, 'NULL', 1.6896551724137931
Sergei Bobrovsky, 0, 26.895522388059703, 26.84433962264151, 27.45
Nick Cousins, 1.5275590551181102, 'NULL', 1.5106382978723405, 1.628352490421456
Anthony Duclair, 1.8949579831932772, 'NULL', 1.9508196721311475, 1.7341772151898733
Carter Verhaeghe, 2.284518828451883, 2.4594594594594597, 'NULL', 2.5486725663716814
Aleksander Barkov, 2.6317411402157167, 2.609090909090909, 'NULL', 2.8606811145510838
Aaron Ekblad, 2.537704918032787, 2.366336633663366, 'NULL', 2.673202614379085
Sam Reinhart, 2.2737896494156926, 2.4123711340206184, 'NULL', 2.3578595317725752
Sam Bennett, 2.1123388581952116, 2.036144578313253, 'NULL', 2.3656716417910446
Brandon Montour, 2.0865603644646926, 2.125, 'NULL', 2.041095890410959
Colin White, 0.875784190715182, 0.965034965034965, 'NULL', 0.7880299251870324
Ryan Lomberg, 1.4790419161676647, 'NULL', 1.6219512195121952, 1.3157894736842106
Matthew Tkachuk, 2.806060606060606, 2.8333333333333335, 'NULL', 2.869387755102041
Josh Mahura, 0.9864864864864865, 1.0273972602739727, 'NULL', 1.0476190476190477
Casey Fitzgerald, 0.8709677419354839, 0.7, 0.7333333333333333, 'NULL'
Eetu Luostarinen, 1.2030456852791878, 1.2755102040816326, 'NULL', 1.1176470588235294
Anton Lundell, 1.75, 2.016260162601626, 'NULL', 1.9384615384615385
Jaroslav Halak, 25.838541666666668, 27.73076923076923, 25.60576923076923, 25.8006993006993
Patrick Kane, 3.0, 3.4674657534246576, 3.3307626392459295, 3.2797927461139897
Chris Kreider, 2.094488188976378, 2.4080779944289694, 2.4054054054054053, 2.532967032967033
Vladimir Tarasenko, 3.339622641509434, 2.7142857142857144, 3.168181818181818, 3.253086419753086
Vincent Trocheck, 2.5787781350482315, 3.0, 2.278688524590164, 2.6107594936708862
Mika Zibanejad, 2.625, 3.25, 2.7308707124010554, 2.489795918367347
Barclay Goodrow, 0.9230769230769231, 1.2222222222222223, 1.2803347280334727, 1.1566265060240963
Jacob Trouba, 1.8303571428571428, 2.2033132530120483, 2.3703703703703702, 2.265432098765432
Jimmy Vesey, 0.6, 0.0, 0.42857142857142855, 1.0
Tyler Motte, 1.5126582278481013, 1.528301886792453, 1.5, 1.4938271604938271
Ben Harpur, 0.8235294117647058, 1.0, 0.9642857142857143, 0.7325581395348837
Igor Shesterkin, 27.318181818181817, 25.2, 27.66216216216216, 27.55952380952381
Artemi Panarin, 2.5634782608695654, 2.44, 2.734265734265734, 2.404040404040404
Niko Mikkola, 0.9032258064516129, 1.0, 0.7586206896551724, 0.948051948051948
Adam Fox, 1.9333333333333333, 2.045112781954887, 1.744186046511628, 1.8
Ryan Lindgren, 1.043824701195219, 1.088, 1.2666666666666666, 1.2432432432432432
Filip Chytil, 1.955128205128205, 2.135135135135135, 1.7868852459016393, 1.6666666666666667
K'Andre Miller, 0.9285714285714286, 1.2663316582914572, 1.0857142857142856, 1.34
Kaapo Kakko, 1.5714285714285714, 1.5625, 1.5555555555555556, 1.7
Braden Schneider, 0.8532110091743119, 0.5, 0.7142857142857143, 0.6140350877192983
Alexis Lafrenière, 0.8571428571428571, 1.4577114427860696, 1.6764705882352942, 1.263157894736842
Jonathan Bernier, 26.01, 26.336633663366335, 27.06578947368421, 31.571428571428573
Mackenzie Blackwood, 25.546666666666667, 27.102040816326532, 28.1, 31.0
Brendan Smith, 1.2131147540983607, 'NULL', 1.6666666666666667, 1.1666666666666667
Tomas Tatar, 1.9461538461538461, 2.0950520833333335, 2.090909090909091, 2.086734693877551
Erik Haula, 1.7204658901830283, 1.7256637168141593, 1.7370129870129871, 1.5
Ondrej Palat, 1.8808446455505279, 1.8575757575757577, 1.9398496240601504, 1.0
Dougie Hamilton, 2.6449275362318843, 2.847826086956522, 2.6, 2.884097035040431
Damon Severson, 1.6234177215189873, 1.5221238938053097, 1.6, 1.6357827476038338
Miles Wood, 2.116751269035533, 2.188775510204082, 2.0, 2.0163934426229506
Ryan Graves, 0.8333333333333334, 1.6805555555555556, 1.4901960784313726, 1.6503496503496504
Curtis Lazar, 1.1066666666666667, 1.228448275862069, 1.1625, 1.0
Vitek Vanecek, 24.19672131147541, 25.818181818181817, 23.970149253731343, 23.666666666666668
Jonas Siegenthaler, 0.9585062240663901, 1.0, 0.8677685950413223, 1.037037037037037
Timo Meier, 3.0921052631578947, 3.3866666666666667, 2.8181818181818183, 3.2822757111597376
John Marino, 0.9743589743589743, 1.100418410041841, 1.1885245901639345, 1.5
Jesper Bratt, 1.9824561403508771, 2.0401069518716577, 2.111111111111111, 2.005434782608696
Nathan Bastian, 1.1168831168831168, 1.3522012578616351, 3.0, 1.65625
Michael McLeod, 0.9818181818181818, 1.0655021834061136, 1.0925925925925926, 1.0
Nico Hischier, 1.75, 2.379781420765027, 2.2888888888888888, 2.4505494505494507
Jesper Boqvist, 0.75, 1.1420454545454546, 1.0657894736842106, 1.0769230769230769
Kevin Bahl, 0.6730769230769231, 0.2857142857142857, 0.6153846153846154, 'NULL'
Akira Schmid, 0, 19.75, 19.45, 15.222222222222221
Yegor Sharangovich, 2.727272727272727, 2.026178010471204, 3.0, 2.0833333333333335
Dawson Mercer, 1.9328859060402686, 2.0, 2.727272727272727, 1.8133333333333332
Cole Perfetti, 0.5, 1.608695652173913, 'NULL', 1.6774193548387097
Blake Wheeler, 2.54561717352415, 2.5782805429864255, 2.3333333333333335, 2.6439024390243904
Sam Gagner, 2.038240917782027, 2.0295566502463056, 2.1052631578947367, 2.1088082901554404
Brenden Dillon, 0.9722222222222222, 1.0911360799001248, 1.1593137254901962, 1.173913043478261
Nino Niederreiter, 1.9773869346733668, 2.0492957746478875, 1.9898218829516539, 1.35
Dylan DeMelo, 1.1538461538461537, 1.1266375545851528, 1.2222222222222223, 1.191304347826087
Adam Lowry, 1.5631067961165048, 1.385502471169687, 1.5313531353135315, 1.0
Mark Scheifele, 2.2380281690140844, 2.1176470588235294, 2.4831460674157304, 2.1739130434782608
Vladislav Namestnikov, 1.4917491749174918, 1.4610389610389611, 1.3148148148148149, 1.24
Connor Hellebuyck, 29.463768115942027, 27.303797468354432, 28.118055555555557, 29.666666666666668
Nate Schmidt, 1.4511784511784511, 1.4102564102564104, 1.3012048192771084, 1.2142857142857142
Saku Maenalanen, 0.6666666666666666, 1.0, 'NULL', 1.1025641025641026
Nikolaj Ehlers, 2.822134387351779, 2.843137254901961, 2.8, 2.7419354838709675
Kyle Connor, 3.0416666666666665, 1.9, 3.0951327433628317, 3.152173913043478
Kyle Capobianco, 0.9285714285714286, 0.0, 0.7777777777777778, 1.3636363636363635
Kevin Stenlund, 1.45, 1.4414414414414414, 1.3333333333333333, 1.68
Mason Appleton, 0.8, 1.3562231759656653, 1.35, 1.3771929824561404
Logan Stanley, 0.0, 1.375, 1.6379310344827587, 1.2758620689655173
Pierre-Luc Dubois, 1.9090909090909092, 2.31042654028436, 2.2285714285714286, 2.2966507177033493
David Rittich, 24.35672514619883, 21.405797101449274, 21.958333333333332, 30.333333333333332
Axel Jonsson-Fjallby, 0.0, 1.1388888888888888, 1.3225806451612903, 1.3571428571428572
Dylan Samberg, 0.8333333333333334, 0.25, 2.0, 0.9117647058823529
Neal Pionk, 1.9514824797843666, 2.0110497237569063, 1.5, 1.7432432432432432
Morgan Barron, 0.0, 1.4659090909090908, 1.8571428571428572, 1.5555555555555556
Karson Kuhlman, 1.4236111111111112, 2.0, 1.5538461538461539, 1.75
David Gustafsson, 0.6944444444444444, 0.0, 0.6578947368421053, 1.5
Mark Borowiecki, 0.8013100436681223, 0.9, 0.8686440677966102, 0.7538461538461538
Filip Forsberg, 3.4, 2.769230769230769, 3.0162337662337664, 3.1548387096774193
Ryan McDonagh, 1.5809523809523809, 1.729559748427673, 1.52, 1.5144230769230769
Roman Josi, 2.930909090909091, 2.641509433962264, 2.8785714285714286, 2.9498806682577565
Matt Duchene, 2.4592363261093912, 2.04, 2.6130346232179225, 2.4363636363636365
Tyson Barrie, 2.3095890410958906, 2.2063914780292944, 2.0526315789473686, 2.2954545454545454
Ryan Johansen, 1.8978622327790975, 2.1555555555555554, 1.8865248226950355, 1.7019867549668874
Kevin Gravel, 1.0725806451612903, 1.7142857142857142, 1.0, 1.1551724137931034
Mark Jankowski, 0.625, 1.1147540983606556, 1.1319444444444444, 1.2692307692307692
Colton Sissons, 1.1, 1.0648854961832062, 1.4375, 1.1981132075471699
Juuse Saros, 28.568181818181817, 27.51824817518248, 28.00735294117647, 28.2
Jeremy Lauzon, 1.095, 1.1153846153846154, 1.6, 1.0
Yakov Trenin, 1.6310679611650485, 1.4673913043478262, 1.894736842105263, 1.7333333333333334
Alexandre Carrier, 1.2430555555555556, 1.1594202898550725, 1.6071428571428572, 1.2857142857142858
Rasmus Asplund, 1.4142011834319526, 1.4337349397590362, 1.0
Dante Fabbro, 1.3728813559322033, 1.2162162162162162, 1.5491803278688525, 1.2142857142857142
Cal Foote, 0.9516129032258065, 1.3, 0.9107142857142857, 1.2142857142857142
Cody Glass, 1.3953488372093024, 1.3157894736842106, 1.1666666666666667, 1.4714285714285715
Kiefer Sherwood, 1.2647058823529411, 1.8, 1.5, 1.0784313725490196
Kevin Lankinen, 0, 29.775, 28.61904761904762, 29.833333333333332
Philip Tomasino, 1.511111111111111, 2.0, 1.6818181818181819, 1.25
Egor Afanasyev, 1.3333333333333333, 'NULL', 1.0
Juuso Parssinen, 1.119047619047619, 1.0869565217391304, 'NULL', 1.0
Cole Smith, 1.0, 'NULL'
Luke Evangelista, 1.0, 2.0
Ryan Murray, 0.9258426966292135, 1.5, 0.8412698412698413, 1.0482456140350878
Evander Kane, 3.4761904761904763, 3.5470798569725863, 4.059210526315789, 3.766509433962264
Mattias Ekholm, 1.6253443526170799, 1.7232876712328766, 1.7538461538461538, 1.8636363636363635
Nick Bjugstad, 2.236754966887417, 2.0, 2.3658536585365852, 2.3367003367003365
Zach Hyman, 2.3891213389121337, 2.37782340862423, 2.8461538461538463, 2.382978723404255
Jack Campbell, 24.666666666666668, 25.688622754491018, 26.77777777777778, 24.123287671232877
Ryan Nugent-Hopkins, 2.43609022556391, 2.374841168996188, 2.1379310344827585, 2.4147582697201018
Cody Ceci, 1.479136690647482, 1.4364161849710984, 1.6377952755905512, 1.375
Devin Shore, 0.3333333333333333, 1.110843373493976, 1.115, 1.125
Brett Kulak, 0.7777777777777778, 1.355721393034826, 1.386138613861386, 1.5
Darnell Nurse, 2.399267399267399, 2.1649484536082473, 2.365137614678899, 2.2222222222222223
Leon Draisaitl, 2.639423076923077, 2.35, 2.66025641025641, 2.62
Warren Foegele, 1.7074626865671643, 1.8271604938271604, 1.8, 1.3018867924528301
Connor McDavid, 3.3529411764705883, 3.4945848375451263, 3.409009009009009, 3.212121212121212
Derek Ryan, 0.6666666666666666, 1.2489711934156378, 1.1983471074380165, 1.3296703296703296
Vincent Desharnais, 0.34782608695652173, 0.2222222222222222, 'NULL', 0.14285714285714285
Stuart Skinner, 26.5, 27.98148148148148, 28.88888888888889, 29.0
Kailer Yamamoto, 1.4478260869565218, 1.5338983050847457, 1.8, 1.1666666666666667
Klim Kostin, 0.9101123595505618, 0.0, 0.6666666666666666, 0.8775510204081632
Ryan McLeod, 1.161764705882353, 1.2923076923076924, 1.0, 1.3636363636363635
Evan Bouchard, 2.5, 2.4, 2.288235294117647, 2.6
Philip Broberg, 0.9016393442622951, 1.75, 5.0, 0.78125
Mark Stone, 2.2933333333333334, 1.9375, 2.160958904109589, 2.048780487804878
Laurent Brossoit, 24.275229357798164, 19.181818181818183, 27.333333333333332, 24.448979591836736
Nolan Patrick, 1.4639639639639639, 1.3846153846153846, 1.5701754385964912, 1.8
Logan Thompson, 25.4, 26.92, 27.160714285714285, 36.0
Jonathan Quick, 24.50736278447122, 23.66497461928934, 22.35483870967742, 23.52980132450331
Phil Kessel, 3.10062893081761, 2.7241379310344827, 3.0102201257861636, 2.9872340425531916
Alec Martinez, 1.4373333333333334, 1.3660130718954249, 1.4489247311827957, 1.0810810810810811
Alex Pietrangelo, 2.4402985074626864, 2.0277777777777777, 2.5962732919254656, 2.3918629550321198
Brayden McNabb, 0.9259259259259259, 1.0729813664596273, 1.0982142857142858, 1.1595744680851063
Reilly Smith, 1.84, 2.1286472148541113, 2.2460732984293195, 1.9444444444444444
William Karlsson, 1.8402662229617304, 2.3, 1.827922077922078, 1.8888888888888888
Chandler Stephenson, 0.25, 0.0, 0.16666666666666666, 'NULL'
Teddy Blueger, 1.3540856031128405, 1.2692307692307692, 1.1666666666666667, 1.1875
Ben Hutton, 1.643835616438356, 1.6122004357298474, 1.25, 1.703056768558952
Shea Theodore, 1.9, 2.5756207674943568, 2.6666666666666665
William Carrier, 1.6744186046511629, 1.5748663101604279, 1.5945945945945945, 1.5
Ivan Barbashev, 0.9552238805970149, 1.107398568019093, 1.107843137254902, 1.0714285714285714
Michael Amadio, 0.8571428571428571, 1.176678445229682, 1.2255639097744362, 1.0
Jack Eichel, 3.6, 3.5964912280701755, 3.5560344827586206, 3.658536585365854
Keegan Kolesar, 0.6, 1.053763440860215, 0.972972972972973, 1.0721649484536082
Nicolas Roy, 1.4608294930875576, 3.0, 1.4285714285714286, 1.4128440366972477
Adin Hill, 24.26732673267327, 24.25, 28.333333333333332, 24.23404255319149
Brett Howden, 0.924812030075188, 1.3333333333333333, 0.6666666666666666, 0.9407407407407408
Nicolas Hague, 1.5885167464114833, 1.9411764705882353, 1.1666666666666667, 1.6435643564356435
Jiri Patera, 0, 'NULL', 30.0
Zach Whitecloud, 0.4, 1.1724137931034482, 1.2790697674418605, 1.0
Paul Cotter, 0.875, 1.3928571428571428, 2.0, 1.5517241379310345
Pavel Dorofeyev, 1.7142857142857142, 3.0, 'NULL'
Zack Kassian, 1.2094081942336874, 1.2071005917159763, 1.5416666666666667, 1.115702479338843
Patrik Nemeth, 0.9694501018329938, 1.1428571428571428, 0.9326923076923077, 1.0916666666666666
Travis Boyd, 0.9360902255639098, 0.7272727272727273, 0.9774436090225563, 0.6739130434782609
Brett Ritchie, 1.6253298153034301, 1.5786802030456852, 1.3529411764705883, 1.9024390243902438
Liam O'Brien, 0.7909090909090909, 1.1428571428571428, 3.5, 0.8913043478260869
Josh Brown, 0.8008658008658008, 0.5555555555555556, 0.8, 1.0256410256410255
Laurent Dauphin, 1.2588235294117647, 1.0869565217391304, 1.4615384615384615, 1.5
Nick Schmaltz, 1.6183574879227054, 1.6470588235294117, 1.8235294117647058, 1.9230769230769231
Christian Fischer, 1.5390625, 1.455958549222798, 1.459016393442623, 1.0
Lawson Crouse, 1.6161369193154034, 1.7428571428571429, 1.6153846153846154, 1.6995073891625616
Karel Vejmelka, 34.07692307692308, 29.71875, 30.106382978723403, 23.0
Connor Ingram, 0, 33.63636363636363, 38.75, 31.964285714285715
Clayton Keller, 2.4929906542056073, 2.6666666666666665, 2.688995215311005, 2.2162162162162162
Juuso Valimaki, 1.2328767123287672, 1.2769230769230768, 1.2380952380952381, 1.3636363636363635
Barrett Hayton, 1.6419753086419753, 1.617283950617284, 1.0, 1.75
Jack McBain, 0.1111111111111111, 0.16666666666666666, 'NULL'
Michael Kesselring, 1.0, 'NULL'
Ivan Prosvetov, 24.571428571428573, 0, 39.0, 31.0
Victor Soderstrom, 1.105263157894737, 1.0, 'NULL', 1.625
Matias Maccelli, 0.863013698630137, 0.6818181818181818, 0.3333333333333333, 0.90625
Connor Mackey, 0.76, 0.6666666666666666, 0.7333333333333333, 0.5
Alexander Edler, 2.2598870056497176, 2.0772994129158513, 2.6486486486486487, 2.060665362035225
Anze Kopitar, 2.4014084507042255, 2.6904761904761907, 2.4475743348982784, 2.279279279279279
Drew Doughty, 1.8529411764705883, 2.109158186864015, 2.0259067357512954, 2.0946196660482377
Phillip Danault, 1.825278810408922, 1.7922077922077921, 2.3846153846153846, 1.988235294117647
Joonas Korpisalo, 0, 25.61111111111111, 26.140845070422536, 24.82608695652174
Pheonix Copley, 24.016393442622952, 24.2, 12.5, 24.59259259259259
Kevin Fiala, 2.6556701030927834, 3.2222222222222223, 2.6144578313253013, 2.830578512396694
Adrian Kempe, 1.6666666666666667, 2.1746724890829694, 2.0595238095238093, 2.1695652173913045
Viktor Arvidsson, 3.1515151515151514, 2.9571984435797667, 2.9375, 2.9618320610687023
Vladislav Gavrikov, 1.0441176470588236, 1.1641221374045803, 'NULL', 1.0789473684210527
Matt Roy, 0.8939393939393939, 1.5, 0.6896551724137931, 1.6666666666666667
Carl Grundstrom, 0.0, 1.4825581395348837, 1.5172413793103448, 1.4186046511627908
Trevor Moore, 1.9473684210526316, 2.0281124497991967, 2.1666666666666665, 2.0408163265306123
Zack MacEwen, 1.188235294117647, 1.106145251396648, 1.5, 1.15625
Jaret Anderson-Dolan, 0.9772727272727273, 1.10752688172043, 2.0, 1.0
Mikey Anderson, 1.4678055190538766, 'NULL', 1.5275590551181102, 1.3511450381679388
Gabriel Vilardi, 1.619047619047619, 2.0, 1.8831168831168832, 1.542857142857143
Alex Iafallo, 1.791044776119403, 2.0911330049261085, 2.4444444444444446, 2.0696517412935322
Sean Walker, 1.6968325791855203, 2.25, 1.5454545454545454, 1.766990291262136
Sean Durzi, 1.7222222222222223, 1.8666666666666667, 3.0, 1.8421052631578947
Rasmus Kupari, 0.8275862068965517, 1.105263157894737, 2.0, 0.8870967741935484
Blake Lizotte, 1.2653061224489797, 1.208, 1.131578947368421, 1.8
Arthur Kaliyev, 1.6666666666666667, 2.3174603174603177, 2.789473684210526, 2.3333333333333335
Jordan Spence, 1.6071428571428572, 1.5333333333333334, 3.0, 1.4615384615384615
Quinton Byfield, 1.1764705882352942, 2.0, 1.2972972972972974, 1.0454545454545454
Markus Nutivaara, 1.221818181818182, 'NULL', 1.3381294964028776, 1.2093023255813953
Luke Kunin, 1.7801418439716312, 2.0, 1.8150684931506849, 1.8055555555555556
Jonah Gadjovich, 0.8607594936708861, 1.2, 0.925, 0.3333333333333333
Marc-Edouard Vlasic, 1.3045602605863191, 1.2520458265139116, 1.2916666666666667, 1.0
James Reimer, 26.82511210762332, 26.710920770877944, 26.36263736263736, 30.666666666666668
Logan Couture, 2.791208791208791, 2.7447973713033953, 3.0, 2.7094972067039107
Erik Karlsson, 1.75, 2.8046357615894038, 3.0, 2.9314159292035398
Tomas Hertl, 0.8, 2.276923076923077, 2.324074074074074, 2.3449367088607596
Derrick Pouliot, 1.1013824884792627, 1.0740740740740742, 'NULL', 1.297872340425532
Matt Benning, 0.25, 1.0740740740740742, 1.056338028169014, 1.1105990783410138
Andreas Johnsson, 0.5, 1.65234375, 1.7878787878787878, 1.5789473684210527
Kaapo Kahkonen, 24.5, 26.833333333333332, 28.25, 23.5
Oskar Lindblom, 0.5, 1.5866261398176291, 1.619047619047619, 1.621212121212121
Kevin Labanc, 1.9114832535885167, 2.015873015873016, 1.0, 1.9521531100478469
Evgeny Svechnikov, 0.9069767441860465, 1.121212121212121, 0.9642857142857143, 1.3333333333333333
Steven Lorentz, 0.25, 1.151685393258427, 1.1333333333333333, 1.1875
Noah Gregor, 1.6521739130434783, 2.042682926829268, 2.5, 2.0609756097560976
Jacob MacDonald, 0.75, 'NULL'
Mario Ferraro, 0.9537815126050421, 0.6, 0.9916666666666667, 1.2692307692307692
Radim Simek, 0.8492462311557789, 1.0, 0.9484536082474226, 1.15625
Fabian Zetterlund, 1.9701492537313432, 2.0, 1.7878787878787878, 1.8571428571428572
Nico Sturm, 1.4166666666666667, 1.3578947368421053, 1.2777777777777777, 1.75
Nikolai Knyzhov, 0.875, 0.64, 'NULL', 0.9375
Alexander Barabanov, 1.5483870967741935, 1.4871794871794872, 1.3333333333333333, 1.6363636363636365
William Eklund, 1.2666666666666666, 'NULL', 1.8333333333333333, 1.875
Darren Helm, 1.9241379310344828, 1.8824969400244798, 1.8709677419354838, 1.8256658595641646
Erik Johnson, 1.9047619047619047, 2.0363436123348015, 1.9265658747300216, 1.9466666666666668
Keith Kinkaid, 25.366863905325445, 26.09278350515464, 19.666666666666668, 25.023255813953487
Charles Hudon, 1.5, 2.0522388059701493, 1.625, 1.9649122807017543
Sampo Ranta, 0.875, 0.0, 'NULL', 1.2
Jean-Luc Foudy, 1.3333333333333333, 2.0, 'NULL'
Ben Meyers, 0.9210526315789473, 0.0, 3.0, 0.875
Jack Johnson, 0.375, 0.5, 'NULL'
Andrew Cogliano, 1.5477971737323357, 1.539629005059022, 1.5627906976744186, 1.391304347826087
Lars Eller, 1.7289220917822838, 1.723044397463002, 1.8222222222222222, 1.7243589743589745
Josh Manson, 1.1936758893280632, 1.2569721115537849, 1.2926829268292683, 1.0
Matt Nieto, 1.4432176656151419, 1.56, 1.3888888888888888, 1.3808049535603715
Brad Hunt, 0.8333333333333334, 1.5340501792114696, 1.6428571428571428, 1.3888888888888888
Kurtis MacDermid, 0.7230046948356808, 0.8333333333333334, 0.7980769230769231, 0.6388888888888888
Artturi Lehkonen, 2.260869565217391, 2.1434599156118144, 2.2, 2.1313559322033897
Nathan MacKinnon, 3.6875, 3.642857142857143, 3.8800578034682083, 3.8981481481481484
Valeri Nichushkin, 1.8888888888888888, 2.0481927710843375, 1.7235023041474655, 1.9
Jonas Johansson, 0.8, 1.0, 'NULL'
Devon Toews, 1.8333333333333333, 2.0503355704697985, 2.5555555555555554, 2.440677966101695
Mikko Rantanen, 1.5454545454545454, 2.7209302325581395, 2.6506024096385543, 2.6277056277056277
Evan Rodrigues, 2.223684210526316, 2.327027027027027, 2.1333333333333333, 2.365168539325843
Denis Malgin, 1.4915254237288136, 1.4398340248962656, 1.5555555555555556, 1.5
Samuel Girard, 1.380952380952381, 1.25, 1.7777777777777777, 1.3125
Cale Makar, 2.7043478260869565, 3.2, 4.5, 2.6491228070175437
Alexandar Georgiev, 27.0, 24.263157894736842, 27.68421052631579, 27.005649717514125
Pavel Francouz, 26.958333333333332, 26.09090909090909, 29.0
Logan O'Connor, 1.3626373626373627, 1.3915343915343916, 2.6666666666666665, 1.372093023255814
Bowen Byram, 1.4605263157894737, 'NULL', 1.3783783783783783, 1.6363636363636365
Alex Newhook, 1.528169014084507, 2.0, 1.6818181818181819, 1.4929577464788732
Brendan Gallagher, 3.3548387096774195, 3.096530920060332, 3.168141592920354, 3.069486404833837
Sean Monahan, 2.142857142857143, 2.3054331864904554, 2.125, 2.1880341880341883
Jake Evans, 0.2572944297082228, 0.22772277227722773, 'NULL', 0.21983914209115282
Cole Caufield, 3.8333333333333335, 3.1129032258064515, 2.933333333333333, 3.0569105691056913
Arber Xhekaj, 1.4705882352941178, 2.0, 'NULL', 1.52
Juraj Slafkovsky, 0.0, 1.0769230769230769, 0.6521739130434783, 'NULL'
Jake Allen, 26.54, 25.247448979591837, 26.742424242424242, 27.75
Mike Hoffman, 0.0, 1.0, 'NULL'
Chris Wideman, 1.295373665480427, 1.2868217054263567, 1.1041666666666667, 1.7
David Savard, 1.401098901098901, 1.3583333333333334, 1.2, 1.59375
Alex Belzile, 1.1764705882352942, 1.2285714285714286, 1.0, 1.125
Joel Edmundson, 1.4506437768240343, 1.4362850971922245, 1.3421052631578947, 1.7333333333333334
Joel Armia, 1.884526558891455, 1.8414634146341464, 1.7685185185185186, 1.5384615384615385
Mike Matheson, 1.975609756097561, 2.1511627906976742, 2.032258064516129, 1.0
Chris Tierney, 0.8, 1.207191780821918, 1.1666666666666667, 1.2427184466019416
Josh Anderson, 2.423940149625935, 2.4594594594594597, 2.4031007751937983, 'NULL'
Jonathan Drouin, 1.8792372881355932, 2.0, 1.824, 1.5731707317073171
Christian Dvorak, 1.5829383886255923, 1.4811320754716981, 1.3076923076923077, 1.7792207792207793
Anthony Richard, 0.9230769230769231, 1.0, 'NULL', 1.1428571428571428
Sam Montembeault, 26.795698924731184, 35.0, 28.865384615384617, 23.636363636363637
Denis Gurianov, 1.981203007518797, 2.1, 2.238095238095238, 1.8384615384615384
Rem Pitlick, 0.9026548672566371, 1.4, 0.9821428571428571, 1.0714285714285714
Michael Pezzetta, 0.75, 1.0, 0.9791666666666666, 0.7222222222222222
Nick Suzuki, 1.8888888888888888, 2.032490974729242, 2.230769230769231, 1.9416058394160585
Johnathan Kovacevic, 1.1343283582089552, 1.0, 1.3823529411764706
Jordan Harris, 0.25, 1.0285714285714285, 0.9142857142857143, 1.3333333333333333
Jesse Ylonen, 0.9090909090909091, 1.1428571428571428, 0.7727272727272727, 1.0
Rafael Harvey-Pinard, 1.6071428571428572, 2.5, 2.125, 1.3076923076923077
Kirby Dach, 0.875, 1.6601941747572815, 1.2380952380952381, 1.683168316831683
Kaiden Guhle, 0.0, 1.0930232558139534, 1.3333333333333333, 1.125
Justin Barron, 0.3333333333333333, 1.15625, 1.0526315789473684, 1.2
Dmitry Kulikov, 1.1793103448275861, 1.314102564102564, 1.15625, 1.111617312072893
Ryan Poehling, 1.3414634146341464, 2.0, 1.1666666666666667, 1.3125
Jeff Carter, 3.0, 2.9854132901134522, 3.1158833063209075, 3.1054852320675104
Evgeni Malkin, 3.283132530120482, 2.9420289855072466, 3.2833969465648853, 3.169230769230769
